time,action,isGCD,castTime
-12,Meikyo Shisui,0,0
-11.45,Sprint,0,0
-2,True North,0,0
0,Gekko,1,0
0.5500000000000007,Ikishoten,0,0
2.5062500000000014,Higanbana,1,1.3
5.012500000000003,Kasha,1,0
6.0625000000000036,Tincture,0,0
6.8125,Hissatsu: Senei,0,0
7.518749999999997,Gekko,1,0
8.068749999999998,Tengentsu,0,0
9.693750000000001,Gyofu,1,0
10.243749999999999,Pop Tengentsu,0,0
10.25375,Zanshin,0,0
11.868750000000006,Yukikaze,1,0
12.41875000000001,Hissatsu: Shinten,0,0
14.04375000000001,Tendo Setsugekka,1,1.3
16.21875,Tendo Kaeshi Setsugekka,1,0
18.393749999999997,Ogi Namikiri,1,1.3
19.806250000000006,Shoha,0,0
20.56875,Kaeshi: Namikiri,1,0
22.74375,Gyofu,1,0
23.293749999999996,Tengentsu,0,0
24.918749999999996,Yukikaze,1,0
25.46875,Pop Tengentsu,0,0
25.478749999999998,Meikyo Shisui,0,0
27.093749999999993,Kasha,1,0
29.26874999999999,Gekko,1,0
29.818749999999987,Hissatsu: Shinten,0,0
31.443749999999994,Tendo Setsugekka,1,1.3
32.85624999999999,Hissatsu: Shinten,0,0
33.618749999999984,Tendo Kaeshi Setsugekka,1,0
34.16874999999999,Hissatsu: Gyoten,0,0
35.79374999999998,Gekko,1,0
37.968749999999986,Gyofu,1,0
40.14374999999998,Yukikaze,1,0
42.31874999999999,Gyofu,1,0
44.49374999999999,Shifu,1,0
46.66874999999999,Kasha,1,0
47.218749999999986,Hissatsu: Shinten,0,0
48.84374999999997,Midare Setsugekka,1,1.3
51.018749999999955,Gyofu,1,0
53.193749999999966,Yukikaze,1,0
53.74374999999996,Hissatsu: Shinten,0,0
55.36874999999996,Gyofu,1,0
57.543749999999974,Shifu,1,0
58.09374999999997,Tengentsu,0,0
59.71874999999997,Kaeshi: Setsugekka,1,0
60.26874999999997,Pop Tengentsu,0,0
61.89374999999997,Higanbana,1,1.3
64.06874999999995,Kasha,1,0
64.61874999999995,Shoha,0,0
66.24374999999995,Gyofu,1,0
66.81249999999996,Hissatsu: Senei,0,0
68.41874999999996,Yukikaze,1,0
68.96874999999996,Hissatsu: Shinten,0,0
70.59374999999996,Gyofu,1,0
72.76874999999995,Jinpu,1,0
74.94374999999997,Gekko,1,0
77.11874999999998,Midare Setsugekka,1,1.3
79.29374999999997,Gyofu,1,0
80.34374999999994,True North,0,0
81.46874999999994,Yukikaze,1,0
82.01874999999994,Meikyo Shisui,0,0
83.64374999999993,Kasha,1,0
84.19374999999992,Hissatsu: Shinten,0,0
85.81874999999992,Gekko,1,0
87.9937499999999,Kaeshi: Setsugekka,1,0
88.54374999999992,Tengentsu,0,0
89.09374999999991,Pop Tengentsu,0,0
90.16874999999992,Tendo Setsugekka,1,1.3
92.34374999999991,Kasha,1,0
92.89374999999991,Hissatsu: Shinten,0,0
94.51874999999991,Gyofu,1,0
96.6937499999999,Yukikaze,1,0
97.24374999999989,Hissatsu: Shinten,0,0
98.86874999999988,Gyofu,1,0
101.04374999999989,Tendo Kaeshi Setsugekka,1,0
101.59374999999989,Hissatsu: Shinten,0,0
103.21874999999987,Jinpu,1,0
103.76874999999987,Tengentsu,0,0
105.39374999999987,Gekko,1,0
105.94374999999987,Pop Tengentsu,0,0
106.95374999999987,Sprint,0,0
107.56874999999988,Midare Setsugekka,1,1.3
109.74374999999989,Gyofu,1,0
110.2937499999999,Shoha,0,0
111.91874999999993,Yukikaze,1,0
112.46874999999989,Hissatsu: Shinten,0,0
114.09374999999989,Gyofu,1,0
114.6437499999999,Feint,0,0
116.26874999999987,Shifu,1,0
116.81874999999988,Hissatsu: Shinten,0,0
118.44374999999991,Kaeshi: Setsugekka,1,0
118.99374999999992,Tengentsu,0,0
120.61874999999992,Higanbana,1,1.3
122.03124999999994,Pop Tengentsu,0,0
122.04124999999993,Ikishoten,0,0
122.79374999999993,Kasha,1,0
123.34374999999991,Hissatsu: Shinten,0,0
124.96874999999989,Gyofu,1,0
127.1437499999999,Yukikaze,1,0
127.69374999999988,Hissatsu: Senei,0,0
128.2437499999999,Meikyo Shisui,0,0
129.31874999999985,Gekko,1,0
129.86874999999986,Zanshin,0,0
131.49374999999986,Tendo Setsugekka,1,1.3
132.9062499999999,Hissatsu: Shinten,0,0
133.6687499999999,Ogi Namikiri,1,1.3
135.84374999999991,Kaeshi: Namikiri,1,0
136.39374999999993,Shoha,0,0
138.01874999999993,Tendo Kaeshi Setsugekka,1,0
140.19374999999997,Gekko,1,0
140.74374999999995,Tengentsu,0,0
142.36874999999995,Kasha,1,0
142.91874999999993,Pop Tengentsu,0,0
142.92874999999992,Hissatsu: Shinten,0,0
144.54374999999987,Gyofu,1,0
145.09374999999986,Hissatsu: Gyoten,0,0
146.71874999999986,Yukikaze,1,0
148.89374999999987,Midare Setsugekka,1,1.3
151.06874999999988,Kaeshi: Setsugekka,1,0
153.24374999999986,Gyofu,1,0
155.41874999999987,Yukikaze,1,0
157.5937499999999,Gyofu,1,0
159.76874999999987,Shifu,1,0
161.94374999999985,Kasha,1,0
162.49374999999984,Tengentsu,0,0
164.1187499999998,Gyofu,1,0
164.6687499999998,Hissatsu: Shinten,0,0
165.2187499999998,Pop Tengentsu,0,0
166.29374999999982,Jinpu,1,0
168.4687499999998,Gekko,1,0
170.64374999999978,Midare Setsugekka,1,1.3
172.8187499999998,Gyofu,1,0
174.99374999999984,Yukikaze,1,0
175.54374999999985,Hissatsu: Shinten,0,0
177.16874999999982,Gyofu,1,0
179.34374999999983,Shifu,1,0
179.89374999999984,Hissatsu: Shinten,0,0
181.51874999999987,Higanbana,1,1.3
183.69374999999988,Kasha,1,0
184.2437499999999,Shoha,0,0
185.86874999999986,Gyofu,1,0
186.41874999999987,Hissatsu: Shinten,0,0
188.04374999999987,Yukikaze,1,0
188.5937499999999,Hissatsu: Senei,0,0
189.1437499999999,Meikyo Shisui,0,0
190.2187499999999,Gekko,1,0
191.26874999999987,Tengentsu,0,0
192.39374999999987,Kaeshi: Setsugekka,1,0
192.94374999999985,Pop Tengentsu,0,0
194.56874999999985,Tendo Setsugekka,1,1.3
195.98124999999982,True North,0,0
196.7437499999998,Gekko,1,0
198.91874999999982,Kasha,1,0
201.09374999999983,Tendo Kaeshi Setsugekka,1,0
203.2687499999998,Gyofu,1,0
203.81874999999982,Hissatsu: Shinten,0,0
205.44374999999982,Yukikaze,1,0
206.4937499999998,Feint,0,0
207.6187499999998,Midare Setsugekka,1,1.3
209.0312499999998,Tengentsu,0,0
209.7937499999998,Kaeshi: Setsugekka,1,0
210.3437499999998,Hissatsu: Shinten,0,0
210.89374999999978,Pop Tengentsu,0,0
211.9687499999998,Gyofu,1,0
214.14374999999984,Yukikaze,1,0
216.31874999999982,Gyofu,1,0
216.86874999999984,Hissatsu: Shinten,0,0
218.4937499999998,Jinpu,1,0
219.04374999999982,True North,0,0
220.66874999999985,Gekko,1,0
221.21874999999983,Sprint,0,0
222.84374999999986,Gyofu,1,0
224.0312499999999,Tengentsu,0,0
224.5812499999999,Pop Tengentsu,0,0
225.0187499999999,Shifu,1,0
227.016,Hissatsu: Gyoten,0,0
227.816,Kasha,1,0
229.991,Midare Setsugekka,1,1.3
232.16600000000003,Gyofu,1,0
232.71600000000004,Hissatsu: Shinten,0,0
234.34100000000007,Yukikaze,1,0
234.89100000000008,Shoha,0,0
236.51600000000002,Gyofu,1,0
237.06600000000003,Hissatsu: Shinten,0,0
238.69099999999997,Shifu,1,0
239.24099999999999,Hissatsu: Shinten,0,0
240.86599999999999,Higanbana,1,1.3
242.27849999999995,Ikishoten,0,0
243.04099999999994,Kasha,1,0
245.21599999999995,Kaeshi: Setsugekka,1,0
245.76599999999996,Zanshin,0,0
247.39099999999996,Gyofu,1,0
248.59374999999983,Hissatsu: Senei,0,0
249.56599999999997,Yukikaze,1,0
250.11599999999999,Meikyo Shisui,0,0
251.74099999999993,Gekko,1,0
252.29099999999994,Hissatsu: Shinten,0,0
253.91599999999994,Tendo Setsugekka,1,1.3
256.09099999999995,Tendo Kaeshi Setsugekka,1,0
258.26599999999996,Ogi Namikiri,1,1.3
259.6785,Shoha,0,0
260.441,Kaeshi: Namikiri,1,0
262.6159999999999,Gekko,1,0
264.7909999999998,Kasha,1,0
265.34099999999984,Hissatsu: Shinten,0,0
266.9659999999999,Gyofu,1,0
269.1409999999999,Yukikaze,1,0
271.31599999999986,Midare Setsugekka,1,1.3
273.4909999999998,Gyofu,1,0
275.6659999999997,Yukikaze,1,0
277.8409999999997,Gyofu,1,0
280.0159999999997,Shifu,1,0
