time,action,isGCD,castTime
-12.0,明镜止水,0,0.0
0.0,月光,1,0.0
0.5500000000000007,意气冲天,0,0.0
1.600000000000005,牵制,0,0.0
2.506250000000005,彼岸花,1,1.3
3.9187500000000064,爆发药,0,0.0
5.01250000000001,花车,1,0.0
5.562500000000011,必杀剑·闪影,0,0.0
7.518750000000011,月光,1,0.0
8.268750000000015,天眼通,0,0.0
9.693750000000016,晓风,1,0.0
10.243750000000013,天眼通生效,0,0.0
10.453750000000015,残心,0,0.0
11.868750000000013,雪风,1,0.0
12.618750000000013,必杀剑·震天,0,0.0
14.043750000000015,天道雪月花,1,1.3
16.218750000000007,天道回返雪月花,1,0.0
18.393750000000004,晓风,1,0.0
20.568750000000016,雪风,1,0.0
21.318750000000016,明镜止水,0,0.0
22.743750000000013,花车,1,0.0
24.91875000000001,月光,1,0.0
27.09375000000001,奥义斩浪,1,1.3
28.606250000000017,照破,0,0.0
29.26875000000002,回返斩浪,1,0.0
30.21875000000002,天眼通,0,0.0
31.443750000000023,天道雪月花,1,1.3
32.85625000000002,天眼通生效,0,0.0
33.61875000000001,天道回返雪月花,1,0.0
34.36875000000001,真北,0,0.0
35.79375000000002,花车,1,0.0
37.96875000000002,晓风,1,0.0
40.14375000000002,雪风,1,0.0
42.318750000000016,晓风,1,0.0
44.49375000000002,阵风,1,0.0
45.243750000000006,必杀剑·震天,0,0.0
46.66875,月光,1,0.0
48.84375,纷乱雪月花,1,1.3
51.01874999999998,回返雪月花,1,0.0
53.193749999999966,晓风,1,0.0
53.94374999999995,必杀剑·震天,0,0.0
55.36874999999995,雪风,1,0.0
56.11874999999995,必杀剑·震天,0,0.0
57.54374999999993,晓风,1,0.0
58.29374999999993,天眼通,0,0.0
59.71874999999993,士风,1,0.0
60.268749999999926,天眼通生效,0,0.0
61.893749999999926,花车,1,0.0
62.643749999999926,必杀剑·震天,0,0.0
64.06874999999991,晓风,1,0.0
66.24374999999989,阵风,1,0.0
66.79374999999989,必杀剑·闪影,0,0.0
68.41874999999987,月光,1,0.0
70.59374999999987,纷乱雪月花,1,1.3
72.00624999999987,照破,0,0.0
72.76874999999987,晓风,1,0.0
74.94374999999987,雪风,1,0.0
77.11874999999988,彼岸花,1,1.3
79.29374999999987,回返雪月花,1,0.0
79.84374999999987,必杀剑·震天,0,0.0
81.46874999999986,晓风,1,0.0
83.64374999999987,雪风,1,0.0
84.19374999999987,明镜止水,0,0.0
85.81874999999987,花车,1,0.0
87.99374999999985,月光,1,0.0
88.54374999999986,必杀剑·震天,0,0.0
90.16874999999985,天道雪月花,1,1.3
91.58124999999986,必杀剑·震天,0,0.0
92.34374999999986,花车,1,0.0
94.51874999999986,天道回返雪月花,1,0.0
95.06874999999984,必杀剑·晓天,0,0.0
96.69374999999988,晓风,1,0.0
98.86874999999986,雪风,1,0.0
99.41874999999986,必杀剑·震天,0,0.0
101.04374999999985,晓风,1,0.0
103.21874999999984,阵风,1,0.0
105.39374999999984,月光,1,0.0
107.56874999999982,纷乱雪月花,1,1.3
109.74374999999984,回返雪月花,1,0.0
111.91874999999985,晓风,1,0.0
112.46874999999984,必杀剑·震天,0,0.0
114.09374999999984,雪风,1,0.0
114.64374999999984,照破,0,0.0
116.2687499999998,晓风,1,0.0
118.44374999999982,士风,1,0.0
118.99374999999984,必杀剑·震天,0,0.0
120.61874999999986,彼岸花,1,1.3
122.79374999999987,花车,1,0.0
123.34374999999989,必杀剑·震天,0,0.0
124.96874999999986,晓风,1,0.0
125.51874999999988,意气冲天,0,0.0
127.14374999999988,雪风,1,0.0
127.69374999999984,明镜止水,0,0.0
128.24374999999986,必杀剑·闪影,0,0.0
129.31874999999985,月光,1,0.0
129.86874999999986,残心,0,0.0
130.41874999999987,牵制,0,0.0
131.4937499999999,天道雪月花,1,1.3
133.6687499999999,天道回返雪月花,1,0.0
134.21874999999991,天眼通,0,0.0
135.84374999999991,奥义斩浪,1,1.3
137.25624999999994,天眼通生效,0,0.0
138.01874999999993,回返斩浪,1,0.0
138.5687499999999,照破,0,0.0
140.1937499999999,月光,1,0.0
140.7437499999999,疾跑,0,0.0
142.36874999999992,花车,1,0.0
142.91874999999993,必杀剑·震天,0,0.0
144.5437499999999,晓风,1,0.0
146.71874999999994,雪风,1,0.0
147.26874999999995,必杀剑·震天,0,0.0
148.89374999999995,纷乱雪月花,1,1.3
150.30624999999998,天眼通,0,0.0
151.06874999999994,回返雪月花,1,0.0
151.61874999999995,天眼通生效,0,0.0
153.24374999999995,晓风,1,0.0
155.41874999999996,雪风,1,0.0
155.96874999999994,必杀剑·震天,0,0.0
157.59374999999994,晓风,1,0.0
159.76874999999995,士风,1,0.0
161.94374999999994,花车,1,0.0
162.49374999999992,必杀剑·震天,0,0.0
164.1187499999999,晓风,1,0.0
166.29374999999993,阵风,1,0.0
168.46874999999991,月光,1,0.0
169.01874999999993,天眼通,0,0.0
169.56874999999994,天眼通生效,0,0.0
170.64374999999993,纷乱雪月花,1,1.3
172.81874999999994,回返雪月花,1,0.0
173.36874999999995,必杀剑·震天,0,0.0
174.99374999999995,晓风,1,0.0
177.1687499999999,雪风,1,0.0
177.71874999999991,必杀剑·震天,0,0.0
179.34374999999991,彼岸花,1,1.3
181.51874999999995,晓风,1,0.0
182.06874999999997,照破,0,0.0
183.69375,雪风,1,0.0
185.86875,晓风,1,0.0
186.41875,必杀剑·震天,0,0.0
188.04375,士风,1,0.0
188.59375,必杀剑·闪影,0,0.0
190.21875000000003,花车,1,0.0
190.76875,天眼通,0,0.0
191.31875,必杀剑·夜天,0,0.0
192.39375,燕飞,1,0.0
192.94375,天眼通生效,0,0.0
192.95375,必杀剑·晓天,0,0.0
194.56875,晓风,1,0.0
196.74375,阵风,1,0.0
198.91875,月光,1,0.0
199.46875000000003,必杀剑·震天,0,0.0
201.09375000000003,纷乱雪月花,1,1.3
203.26875000000004,晓风,1,0.0
205.44375000000005,雪风,1,0.0
205.9937500000001,明镜止水,0,0.0
207.6187500000001,回返雪月花,1,0.0
209.79375000000007,花车,1,0.0
211.96875000000009,月光,1,0.0
212.51875000000007,必杀剑·震天,0,0.0
214.14375000000004,天道雪月花,1,1.3
216.31875000000005,月光,1,0.0
216.8687500000001,必杀剑·震天,0,0.0
218.4937500000001,晓风,1,0.0
220.6687500000001,雪风,1,0.0
222.8437500000001,晓风,1,0.0
225.01875000000013,士风,1,0.0
227.1937500000001,花车,1,0.0
227.74375000000012,必杀剑·震天,0,0.0
229.36875000000012,晓风,1,0.0
231.54375000000013,天道回返雪月花,1,0.0
232.0937500000001,天眼通,0,0.0
232.64375000000013,疾跑,0,0.0
233.7187500000001,纷乱雪月花,1,1.3
235.1312500000002,天眼通生效,0,0.0
235.14125000000016,照破,0,0.0
235.89375000000015,雪风,1,0.0
238.0687500000002,彼岸花,1,1.3
240.2437500000002,回返雪月花,1,0.0
240.79375000000024,必杀剑·震天,0,0.0
242.41875000000016,晓风,1,0.0
242.96875000000017,必杀剑·震天,0,0.0
244.59375000000017,雪风,1,0.0
245.14375000000015,明镜止水,0,0.0
246.76875000000015,花车,1,0.0
248.9437500000002,月光,1,0.0
249.4937500000002,必杀剑·闪影,0,0.0
251.11875000000012,天道雪月花,1,1.3
253.29375000000024,天道回返雪月花,1,0.0
253.84375000000023,天眼通,0,0.0
254.39375000000024,牵制,0,0.0
255.46875000000023,月光,1,0.0
