time,action,isGCD,castTime
-12,Meikyo Shisui,0,0
0,Gekko,1,0
0.7579999999999991,Ikishoten,0,0
1.5159999999999982,Feint,0,0
2.475000000000005,Higanbana,1,1.3
3.8875000000000064,Hissatsu: Senei,0,0
4.95000000000001,Kasha,1,0
6.055750000000014,Tengentsu,0,0
7.425000000000011,Gekko,1,0
7.975000000000012,Zanshin,0,0
8.525000000000013,Pop Tengentsu,0,0
9.568750000000012,Gyofu,1,0
11.712500000000013,Yukikaze,1,0
12.26250000000001,Hissatsu: Shinten,0,0
13.85625000000001,Tendo Setsugekka,1,1.3
16,Gyofu,1,0
18.143750000000004,Yukikaze,1,0
18.69375,Meikyo Shisui,0,0
20.2875,Kasha,1,0
22.43125,Gekko,1,0
24.574999999999996,Tendo Kaeshi Setsugekka,1,0
25.124999999999993,Hissatsu: Shinten,0,0
26.71875,Tendo Setsugekka,1,1.3
28.13125,Shoha,0,0
28.862500000000004,Ogi Namikiri,1,1.3
30.275000000000006,Tengentsu,0,0
30.825000000000003,Pop Tengentsu,0,0
31.00625,Kaeshi: Namikiri,1,0
33.150000000000006,Tendo Kaeshi Setsugekka,1,0
33.70000000000001,True North,0,0
35.29375,Gekko,1,0
35.84375000000001,Hissatsu: Shinten,0,0
37.43750000000001,Gyofu,1,0
39.581250000000004,Shifu,1,0
41.72500000000001,Kasha,1,0
42.275000000000006,Hissatsu: Shinten,0,0
43.868750000000006,Gyofu,1,0
45.27499999999999,Tengentsu,0,0
45.82499999999999,Pop Tengentsu,0,0
46.01249999999999,Yukikaze,1,0
48.156249999999986,Midare Setsugekka,1,1.3
49.56874999999998,Hissatsu: Shinten,0,0
50.29999999999997,Kaeshi: Setsugekka,1,0
52.44374999999995,Gyofu,1,0
54.58749999999995,Yukikaze,1,0
55.137499999999946,Meikyo Shisui,0,0
56.73124999999993,Kasha,1,0
57.28124999999993,Hissatsu: Shinten,0,0
58.87499999999993,Gekko,1,0
60.27499999999992,Tengentsu,0,0
60.82499999999992,Pop Tengentsu,0,0
61.018749999999926,Tendo Setsugekka,1,1.3
62.43124999999992,Shoha,0,0
63.16249999999992,Kasha,1,0
63.8874999999999,Hissatsu: Senei,0,0
65.30624999999989,Gyofu,1,0
67.4499999999999,Higanbana,1,1.3
69.59374999999989,Yukikaze,1,0
71.7374999999999,Gyofu,1,0
72.2874999999999,Hissatsu: Shinten,0,0
73.88124999999991,Shifu,1,0
76.0249999999999,Kasha,1,0
78.16874999999989,Gyofu,1,0
80.31249999999987,Jinpu,1,0
