time,damageSource,potency
0.5300010000000004,ATTACK@0.5300010000000002,80
0.8499999999999996,DRILL@-0.3000000000000007,1140.0053858872955
3.170001000000001,ATTACK@3.170001000000001,80
3.3583333333333343,AIR_ANCHOR@2.208333333333333,660
5.746666666666668,CHAIN_SAW@4.716666666666669,660
5.8100010000000015,ATTACK@5.810001000000002,80
8.294999999999998,EXCAVATOR@7.225,660
8.450000999999999,ATTACK@8.450001,80
8.594999999999997,WILDFIRE@7.925000000000001,0
11.090000999999997,ATTACK@11.090000999999997,80
13.524999999999991,AUTOMATON_QUEEN@13.524999999999991,0
13.730000999999994,ATTACK@13.730000999999993,80
15.24499999999999,FULL_METAL_FIELD@14.22499999999999,1554.552798937221
15.634999999999991,DOUBLE_CHECK@14.92499999999999,180
16.334999999999994,CHECKMATE@15.62499999999999,180
16.370000999999995,ATTACK@16.370000999999995,80
17.924999999999994,WILDFIRE@7.925000000000001,174.98143036759333
19.010000999999995,ATTACK@19.010000999999995,80
19.024999999999995,ARM_PUNCH@13.524999999999991,128
20.584999999999994,ARM_PUNCH@13.524999999999991,128
21.650000999999996,ATTACK@21.650000999999996,80
22.144999999999992,ARM_PUNCH@13.524999999999991,128
23.70499999999999,ARM_PUNCH@13.524999999999991,128
24.290000999999997,ATTACK@24.290000999999997,80
25.264999999999993,ARM_PUNCH@13.524999999999991,128
26.824999999999992,PILE_BUNKER@13.524999999999991,363
26.930000999999994,ATTACK@26.930000999999997,80
28.82499999999999,CROWNED_COLLIDER@13.524999999999991,416
29.57000099999999,ATTACK@29.57000099999999,80
32.21000099999999,ATTACK@32.21000099999999,80
34.85000099999999,ATTACK@34.85000099999999,80
37.49000099999999,ATTACK@37.49000099999999,80
40.13000099999999,ATTACK@40.13000099999999,80
42.77000099999999,ATTACK@42.77000099999999,80
45.410000999999994,ATTACK@45.410000999999994,80
45.8,HEATED_SPLIT_SHOT@45,220
48.050000999999995,ATTACK@48.050000999999995,80
48.30833333333334,HEATED_SLUG_SHOT@47.50833333333333,320
50.690001,ATTACK@50.690001,80
50.81666666666668,HEATED_CLEAN_SHOT@50.01666666666667,420
53.33000100000001,ATTACK@53.33000100000001,80
53.67500000000001,DRILL@52.52500000000001,660
53.93500000000001,DOUBLE_CHECK@53.225000000000016,180
55.83333333333335,HEATED_SPLIT_SHOT@55.033333333333346,220
55.97000100000002,ATTACK@55.97000100000001,80
58.34166666666669,HEATED_SLUG_SHOT@57.541666666666686,320
58.61000100000002,ATTACK@58.61000100000002,80
60.85000000000002,HEATED_CLEAN_SHOT@60.050000000000026,420
61.250001000000026,ATTACK@61.250001000000026,80
63.70833333333336,AIR_ANCHOR@62.558333333333366,660
63.89000100000003,ATTACK@63.89000100000003,80
63.96833333333336,DOUBLE_CHECK@63.25833333333337,180
64.66833333333336,CHECKMATE@63.95833333333336,180
66.09666666666669,CHAIN_SAW@65.06666666666669,660
66.53000100000003,ATTACK@66.53000100000003,80
68.64500000000001,EXCAVATOR@67.57500000000003,660
69.17000100000001,ATTACK@69.17000100000001,80
71.81000100000001,ATTACK@71.81000100000001,80
74.45000100000001,ATTACK@74.45000100000001,80
77.09000100000002,ATTACK@77.09000100000002,80
79.73000100000002,ATTACK@79.73000100000002,80
82.37000100000002,ATTACK@82.37000100000002,80
85.01000100000002,ATTACK@85.01000100000002,80
87.65000100000003,ATTACK@87.65000100000003,80
90.29000100000003,ATTACK@90.29000100000003,80
91.85,DRILL@90.7,1140.0053858872955
92.93000100000003,ATTACK@92.93000100000003,80
95.57000100000003,ATTACK@95.57000100000003,80
98.21000100000005,ATTACK@98.21000100000005,80
100.85000100000006,ATTACK@100.85000100000006,80
103.49000100000006,ATTACK@103.49000100000006,80
106.13000100000006,ATTACK@106.13000100000006,80
108.77000100000006,ATTACK@108.77000100000006,80
111.41000100000008,ATTACK@111.41000100000008,80
114.0500010000001,ATTACK@114.0500010000001,80
116.69000100000008,ATTACK@116.6900010000001,80
119.33000100000008,ATTACK@119.33000100000008,80
121.97000100000008,ATTACK@121.97000100000008,80
124.6100010000001,ATTACK@124.6100010000001,80
127.25000100000008,ATTACK@127.25000100000008,80
128.59499999999994,WILDFIRE@127.92499999999995,0
129.32499999999996,AUTOMATON_QUEEN@129.32499999999996,0
129.89000100000007,ATTACK@129.89000100000007,80
131.04499999999996,FULL_METAL_FIELD@130.02499999999995,1554.552798937221
131.43499999999995,DOUBLE_CHECK@130.72499999999994,180
132.13499999999993,CHECKMATE@131.42499999999995,180
132.53000100000006,ATTACK@132.53000100000006,80
134.82499999999996,ARM_PUNCH@129.32499999999996,170
135.17000100000004,ATTACK@135.17000100000007,80
135.79999999999998,HEATED_SPLIT_SHOT@135,220
136.3849999999999,ARM_PUNCH@129.32499999999996,170
137.81000100000003,ATTACK@137.81000100000003,80
137.92499999999993,WILDFIRE@127.92499999999995,524.94429110278
137.9449999999999,ARM_PUNCH@129.32499999999996,170
138.30833333333328,HEATED_SLUG_SHOT@137.5083333333333,320
139.50499999999988,ARM_PUNCH@129.32499999999996,170
140.450001,ATTACK@140.450001,80
140.8166666666666,HEATED_CLEAN_SHOT@140.0166666666666,420
141.06499999999988,ARM_PUNCH@129.32499999999996,170
142.6249999999999,PILE_BUNKER@129.32499999999996,484
143.090001,ATTACK@143.090001,80
143.67499999999993,DRILL@142.52499999999995,660
144.62499999999986,CROWNED_COLLIDER@129.32499999999996,555
145.73000099999996,ATTACK@145.73000099999996,80
146.18333333333322,AIR_ANCHOR@145.03333333333325,660
148.37000099999997,ATTACK@148.37000099999997,80
148.57166666666657,CHAIN_SAW@147.54166666666657,660
151.010001,ATTACK@151.01000099999996,80
151.11999999999995,EXCAVATOR@150.0499999999999,660
151.45999999999995,DOUBLE_CHECK@150.74999999999991,180
