job,skill_key,display_name,axis_action_count,sim_count,sim_target_sum,sim_damage_one_run,xiv_damage_events,xiv_total_potency,first_axis_time,last_axis_time,first_xiv_damage_time,last_xiv_damage_time,note
SMN,aerialblast,Aerial Blast,0,3,3,210448.228,1,640.0,,,84.17666666666668,84.17666666666668,generated damage in simulator and external reference without an axis press; sim count differs from external damage event count
SMN,akhmorn,Akh Morn,2,2,2,227120.806,0,0.0,60.78666666666665,137.06166666666672,,,axis/simulator damage has no external damage key; likely reference naming or generated-damage attribution mismatch
SMN,astralimpulse,Astral Impulse,1,1,1,46467.031,1,500.0,59.386666666666656,59.386666666666656,60.05666666666666,60.05666666666666,matched
SMN,brandofpurgatory,Brand of Purgatory,2,2,2,48363.311,2,480.0,197.34833333333324,202.28166666666658,198.14833333333323,203.08166666666656,matched
SMN,crimsoncyclone,Crimson Cyclone,3,3,3,187377.979,2,1120.0,93.65333333333336,214.15666666666658,94.45333333333336,214.9566666666666,sim count differs from external damage event count; external damage event count differs from axis action count
SMN,crimsonstrike,Crimson Strike,3,3,3,187263.158,2,1120.0,96.12000000000003,216.62333333333325,96.88000000000004,217.38333333333324,sim count differs from external damage event count; external damage event count differs from axis action count
SMN,deathflare,Deathflare,2,2,2,92954.848,1,500.0,60.086666666666645,80.08666666666666,60.88666666666664,60.88666666666664,sim count differs from external damage event count; external damage event count differs from axis action count
SMN,earthenfury,Earthen Fury,0,3,3,246281.739,1,640.0,,,105.11333333333334,105.11333333333334,generated damage in simulator and external reference without an axis press; sim count differs from external damage event count
SMN,emeraldrite,Emerald Rite,4,4,4,135721.995,1,280.0,86.71166666666669,207.21499999999992,87.33166666666669,87.33166666666669,sim count differs from external damage event count; external damage event count differs from axis action count
SMN,energydrain,Energy Drain,2,2,2,50708.55,2,410.0,61.486666666666636,138.82833333333338,62.55666666666664,139.89833333333337,matched
SMN,enkindlephoenix,Enkindle Phoenix,1,1,1,0.0,0,0.0,198.04833333333323,198.04833333333323,,,"axis/simulator zero-damage action; likely buff, step, stance, or utility"
SMN,fountainoffire,Fountain of Fire,2,2,2,122538.683,2,1160.0,194.88166666666655,199.81499999999988,195.95166666666657,200.8849999999999,matched
SMN,inferno,Inferno,0,3,3,210449.854,2,1280.0,,,92.28000000000003,212.78333333333325,generated damage in simulator and external reference without an axis press; sim count differs from external damage event count
SMN,luxsolaris,Lux Solaris,1,1,1,0.0,0,0.0,0.8666666666666671,0.8666666666666671,,,"axis/simulator zero-damage action; likely buff, step, stance, or utility"
SMN,luxwave,Luxwave,0,8,8,119013.512,8,1075.2,,,0.8630000000000004,145.84699999999998,generated damage matched external reference without an axis press
SMN,mountainbuster,Mountain Buster,2,2,2,29812.345,2,320.0,104.22,106.68666666666668,104.98,107.44666666666669,matched
SMN,necrotize,Necrotize,4,4,4,254893.15,4,2050.0,62.18666666666664,140.52833333333336,62.89666666666665,141.23833333333334,matched
SMN,rekindle,Rekindle,1,1,1,0.0,0,0.0,205.44833333333324,205.44833333333324,,,"axis/simulator zero-damage action; likely buff, step, stance, or utility"
SMN,revelation,Revelation,0,1,1,92437.348,1,1040.0,,,199.07433333333321,199.07433333333321,generated damage matched external reference without an axis press
SMN,rubyrite,Ruby Rite,4,4,4,265911.161,2,1240.0,90.6866666666667,211.1899999999999,93.56966666666669,214.07299999999992,sim count differs from external damage event count; external damage event count differs from axis action count
SMN,ruiniii,Ruin III,2,2,2,99851.851,2,800.0,98.5866666666667,130.72833333333338,100.36666666666669,132.50833333333338,matched
SMN,scarletflame,Scarlet Flame,0,4,4,48000.5,4,480.0,,,195.5779999999999,205.0669999999999,generated damage matched external reference without an axis press
SMN,searinglight,Searing Light,2,2,2,0.0,0,0.0,-3.0,132.32000000000005,,,"axis/simulator zero-damage action; likely buff, step, stance, or utility"
SMN,slipstream,Slipstream,2,12,12,158981.809,7,702.34,83.25333333333334,110.92000000000002,86.73433333333335,100.93082817463079,sim count differs from axis action count; sim count differs from external damage event count; external damage event count differs from axis action count
SMN,summonbahamut,Summon Bahamut,1,1,1,0.0,0,0.0,56.91999999999999,56.91999999999999,,,"axis/simulator zero-damage action; likely buff, step, stance, or utility"
SMN,summongarudaii,Summon Garuda II,3,3,3,0.0,0,0.0,80.78666666666666,204.74833333333322,,,"axis/simulator zero-damage action; likely buff, step, stance, or utility"
SMN,summonifritii,Summon Ifrit II,3,3,3,0.0,0,0.0,88.22000000000003,208.72333333333324,,,"axis/simulator zero-damage action; likely buff, step, stance, or utility"
SMN,summonphoenix,Summon Phoenix,1,1,1,0.0,0,0.0,192.4149999999999,192.4149999999999,,,"axis/simulator zero-damage action; likely buff, step, stance, or utility"
SMN,summonsolarbahamut,Summon Solar Bahamut,2,2,2,0.0,0,0.0,-2.3,133.19500000000005,,,"axis/simulator zero-damage action; likely buff, step, stance, or utility"
SMN,summontitanii,Summon Titan II,3,3,3,0.0,0,0.0,63.88666666666664,141.22833333333335,,,"axis/simulator zero-damage action; likely buff, step, stance, or utility"
SMN,sunflare,Sunflare,2,2,2,243672.339,1,1050.0,136.36166666666674,156.36166666666665,137.16166666666672,137.16166666666672,sim count differs from external damage event count; external damage event count differs from axis action count
SMN,topazrite,Topaz Rite,4,4,4,177763.961,2,680.0,66.35333333333332,143.695,104.14,106.60666666666668,sim count differs from external damage event count; external damage event count differs from axis action count
SMN,umbralimpulse,Umbral Impulse,3,3,3,224043.383,3,2016.0,0.16666666666666696,138.1283333333334,0.9666666666666668,138.92833333333337,matched
SMN,wyrmwave,Wyrmwave,0,4,4,54439.17,4,480.0,,,60.082999999999984,69.572,generated damage matched external reference without an axis press
