time,damageSource,potency
-0.2400000000000002,TRUE_THRUST@-1,230
0.29000000000000004,ATTACK@0.2899999999999998,90
2.8883333333333336,SPIRAL_BLOW@1.5083333333333337,330.0000000000001
3.09,ATTACK@3.0900000000000007,108.90000000000003
4.466666666666667,CHAOTIC_SPRING@4.0166666666666675,606.1523859068338
4.930828174630747,CHAOTIC_SPRING@4.0166666666666675,57.32940411444787
5.206666666666667,HIGH_JUMP@4.716666666666667,509.5947032395366
5.890000000000001,ATTACK@5.89,114.65880822889574
6.316666666666668,MIRAGE_DIVE@5.5166666666666675,484.1149680775598
6.8866666666666685,GEIRSKOGUL@6.216666666666669,356.7162922676756
7.676666666666668,NASTROND@6.916666666666668,1054.861035705841
7.930828174630747,CHAOTIC_SPRING@4.0166666666666675,57.32940411444787
8.416666666666666,DRAGONFIRE_DIVE@7.616666666666667,732.5423859068339
8.69,ATTACK@8.69,131.85762946323013
9.576666666666668,RISE_OF_THE_DRAGON@8.416666666666666,805.7966244975173
9.826666666666668,HEAVENS_THRUST@9.116666666666667,234.41356349018687
10.930828174630747,CHAOTIC_SPRING@4.0166666666666675,57.32940411444787
11.490000000000002,ATTACK@11.49,131.85762946323013
13.615000000000002,STARDIVER@12.325000000000003,1230.671208323481
13.93082817463075,CHAOTIC_SPRING@4.0166666666666675,57.32940411444787
14.290000000000003,ATTACK@14.290000000000001,131.85762946323013
14.805000000000003,STARCROSS@13.825000000000003,1465.0847718136679
16.930828174630747,CHAOTIC_SPRING@4.0166666666666675,57.32940411444787
17.09,ATTACK@17.09,131.85762946323013
19.89,ATTACK@19.89,131.85762946323013
19.930828174630747,CHAOTIC_SPRING@4.0166666666666675,57.32940411444787
22.69,ATTACK@22.69,119.87057223930006
22.930828174630747,CHAOTIC_SPRING@4.0166666666666675,57.32940411444787
25.49,ATTACK@25.49,113.85000000000001
25.930828174630747,CHAOTIC_SPRING@4.0166666666666675,57.32940411444787
28.29,ATTACK@28.29,99.00000000000003
31.089999999999996,ATTACK@31.089999999999996,99.00000000000003
33.89,ATTACK@33.89,90
36.69000000000001,ATTACK@36.69000000000001,90
39.490000000000016,ATTACK@39.490000000000016,90
42.29000000000002,ATTACK@42.29000000000002,90
45.090000000000025,ATTACK@45.090000000000025,90
45.76000000000003,TRUE_THRUST@45.00000000000003,230
47.89000000000003,ATTACK@47.89000000000003,90
48.88833333333337,SPIRAL_BLOW@47.50833333333337,300
50.46666666666671,CHAOTIC_SPRING@50.01666666666671,374.0000000000001
50.69000000000004,ATTACK@50.69000000000004,99.00000000000003
52.93082817463078,CHAOTIC_SPRING@50.01666666666671,49.500000000000014
53.195000000000036,WHEELING_THRUST@52.52500000000004,374.0000000000001
53.49000000000003,ATTACK@53.49000000000003,99.00000000000003
55.93082817463078,CHAOTIC_SPRING@50.01666666666671,49.500000000000014
56.033333333333374,DRAKESBANE@55.03333333333337,506.00000000000017
56.290000000000035,ATTACK@56.290000000000035,99.00000000000003
58.73166666666671,HIGH_JUMP@58.24166666666671,440.0000000000001
58.93082817463079,CHAOTIC_SPRING@50.01666666666671,49.500000000000014
59.090000000000046,ATTACK@59.09000000000004,99.00000000000003
59.84166666666671,MIRAGE_DIVE@59.041666666666714,418.0000000000001
61.89000000000004,ATTACK@61.89000000000004,99.00000000000003
61.93082817463079,CHAOTIC_SPRING@50.01666666666671,49.500000000000014
64.69000000000004,ATTACK@64.69000000000004,99.00000000000003
64.93082817463079,CHAOTIC_SPRING@50.01666666666671,49.500000000000014
66.88666666666671,GEIRSKOGUL@66.21666666666671,308.0000000000001
67.49000000000005,ATTACK@67.49000000000005,113.85000000000001
67.67666666666672,NASTROND@66.91666666666671,910.8000000000001
67.9308281746308,CHAOTIC_SPRING@50.01666666666671,49.500000000000014
68.23666666666672,RAIDEN_THRUST@67.61666666666672,404.80000000000007
70.29000000000005,ATTACK@70.29000000000005,113.85000000000001
70.9308281746308,CHAOTIC_SPRING@50.01666666666671,49.500000000000014
71.50500000000005,SPIRAL_BLOW@70.12500000000004,379.50000000000006
73.09000000000006,ATTACK@73.09000000000006,113.85000000000001
73.3433333333334,HEAVENS_THRUST@72.6333333333334,202.40000000000003
73.93082817463083,CHAOTIC_SPRING@50.01666666666671,49.500000000000014
75.76166666666674,FANG_AND_CLAW@75.14166666666674,227.70000000000002
75.89000000000007,ATTACK@75.89000000000007,113.85000000000001
78.32000000000008,WHEELING_THRUST@77.65000000000008,227.70000000000002
78.69000000000008,ATTACK@78.69000000000008,113.85000000000001
81.49000000000008,ATTACK@81.49000000000008,113.85000000000001
84.29000000000009,ATTACK@84.29000000000009,113.85000000000001
87.09000000000009,ATTACK@87.09000000000009,99.00000000000003
89.8900000000001,ATTACK@89.8900000000001,99.00000000000003
92.16000000000003,TRUE_THRUST@91.40000000000002,386.4696145660915
92.69000000000003,ATTACK@92.69000000000003,108.90000000000003
95.28833333333337,SPIRAL_BLOW@93.90833333333336,363.0000000000001
95.49000000000004,ATTACK@95.49000000000004,108.90000000000003
96.86666666666672,CHAOTIC_SPRING@96.41666666666671,411.40000000000015
97.60666666666671,HIGH_JUMP@97.11666666666672,484.00000000000017
97.93082817463089,CHAOTIC_SPRING@96.41666666666671,54.45000000000002
98.29000000000005,ATTACK@98.29000000000005,108.90000000000003
98.71666666666671,MIRAGE_DIVE@97.91666666666671,459.8000000000002
100.93082817463088,CHAOTIC_SPRING@96.41666666666671,54.45000000000002
101.09000000000003,ATTACK@101.09000000000003,108.90000000000003
103.89000000000003,ATTACK@103.89000000000003,108.90000000000003
103.93082817463088,CHAOTIC_SPRING@96.41666666666671,54.45000000000002
106.69000000000004,ATTACK@106.69000000000004,108.90000000000003
106.93082817463088,CHAOTIC_SPRING@96.41666666666671,54.45000000000002
109.49000000000004,ATTACK@109.49000000000004,108.90000000000003
109.93082817463088,CHAOTIC_SPRING@96.41666666666671,54.45000000000002
112.29000000000003,ATTACK@112.29000000000003,99.00000000000003
112.93082817463088,CHAOTIC_SPRING@96.41666666666671,54.45000000000002
115.09000000000003,ATTACK@115.09000000000003,99.00000000000003
115.93082817463088,CHAOTIC_SPRING@96.41666666666671,54.45000000000002
117.89000000000004,ATTACK@117.89000000000004,99.00000000000003
118.93082817463089,CHAOTIC_SPRING@96.41666666666671,54.45000000000002
120.69000000000005,ATTACK@120.69000000000005,99.00000000000003
123.49000000000007,ATTACK@123.49000000000007,99.00000000000003
126.29000000000005,ATTACK@126.29000000000005,90
