time,damageSource,potency
-0.019999999999999574,SUITON@-1,580
0.90625,SPINNING_EDGE@0.5062500000000014,300
1.036249999999999,ATTACK@1.0362500000000014,90
3.0312499999999964,GUST_SLASH@2.6312499999999943,400
3.212249999999994,ATTACK@3.2122499999999965,90
4.751249999999992,DOKUMORI@3.681249999999995,400
5.388249999999992,ATTACK@5.388249999999995,94.5
6.351249999999993,PHANTOM_KAMAITACHI@4.781249999999993,661.5
7.526249999999997,ARMOR_CRUSH@6.906249999999993,676.2
7.564249999999998,ATTACK@7.564249999999997,94.5
9.74025,ATTACK@9.740249999999998,103.95000000000002
9.74625,KUNAIS_BANE@8.456249999999997,735
10.663750000000004,HYOSHO_RANRYU@10.043750000000003,1951.9500000000007
11.573750000000004,DREAM_WITHIN_A_DREAM@10.593750000000004,623.7000000000002
11.916250000000005,ATTACK@11.916250000000003,103.95000000000002
13.272500000000008,RAITON@12.562500000000007,854.7000000000002
14.092250000000007,ATTACK@14.092250000000005,103.95000000000002
14.958750000000009,FUMA_SHURIKEN_TEN@14.068750000000009,577.5000000000001
15.78500000000001,RAITON_CHI@15.07500000000001,854.7000000000002
16.26825000000001,ATTACK@16.26825000000001,103.95000000000002
16.98125000000001,TENRI_JINDO@16.63125000000001,1270.5000000000002
17.06125000000001,SUITON_JIN@16.08125000000001,669.9000000000001
18.34750000000001,FLEETING_RAIJU@17.587500000000006,974.8200000000002
18.44425000000001,ATTACK@18.44425000000001,103.95000000000002
19.717500000000015,ZESHO_MEPPO@18.687500000000007,981.7500000000002
20.62025000000002,ATTACK@20.62025000000002,103.95000000000002
21.435000000000016,RAITON@20.725000000000023,854.7000000000002
22.796250000000022,ATTACK@22.796250000000022,103.95000000000002
22.991250000000022,FLEETING_RAIJU@22.231250000000017,974.8200000000002
23.401250000000026,BHAVACAKRA@22.78125000000002,462.0000000000001
24.972250000000024,ATTACK@24.972250000000024,103.95000000000002
25.116250000000022,FLEETING_RAIJU@24.356250000000024,974.8200000000002
26.881250000000016,SPINNING_EDGE@26.481250000000017,444
27.14825000000001,ATTACK@27.14825000000002,90
29.00625,GUST_SLASH@28.606250000000003,400
29.32425,ATTACK@29.324250000000006,90
31.271249999999988,AEOLIAN_EDGE@30.731249999999996,560
31.500249999999987,ATTACK@31.500249999999994,90
33.25624999999998,SPINNING_EDGE@32.85624999999998,300
33.67624999999998,ATTACK@33.67624999999998,90
35.38124999999999,GUST_SLASH@34.98124999999999,400
35.852249999999984,ATTACK@35.85224999999999,90
37.726249999999986,ARMOR_CRUSH@37.10624999999998,500
38.028249999999986,ATTACK@38.028249999999986,90
39.63124999999998,SPINNING_EDGE@39.23124999999998,300
40.20424999999998,ATTACK@40.20424999999998,90
41.75624999999998,GUST_SLASH@41.35624999999998,400
42.38024999999998,ATTACK@42.38024999999998,90
44.02124999999998,AEOLIAN_EDGE@43.481249999999974,560
44.55624999999998,ATTACK@44.55624999999998,90
46.00624999999998,SPINNING_EDGE@45.606249999999974,300
46.73224999999999,ATTACK@46.73224999999999,90
48.131249999999994,GUST_SLASH@47.73124999999999,400
48.901250000000005,BHAVACAKRA@48.28125,400
48.90825000000001,ATTACK@48.90825000000001,90
50.47625000000001,ARMOR_CRUSH@49.85625000000002,500
51.08425000000001,ATTACK@51.08425000000001,90
53.26025000000001,ATTACK@53.26025000000001,90
54.480000000000004,SUITON@53.5,580
55.40625,SPINNING_EDGE@55.00625000000001,300
55.43625,ATTACK@55.43625,90
57.531250000000014,GUST_SLASH@57.13125000000001,400
57.61225000000002,ATTACK@57.61225000000002,90
59.78825000000003,ATTACK@59.78825000000003,90
59.79625000000003,AEOLIAN_EDGE@59.25625000000002,560
61.78125000000003,SPINNING_EDGE@61.38125000000004,300
61.964250000000035,ATTACK@61.964250000000035,90
63.90625000000003,GUST_SLASH@63.50625000000004,400
64.14025000000004,ATTACK@64.14025000000004,90
64.67625000000002,BHAVACAKRA@64.05625000000003,400
66.25125000000001,ARMOR_CRUSH@65.63125000000002,500
66.31625000000001,ATTACK@66.31625000000003,90
68.15625000000001,SPINNING_EDGE@67.75625000000001,300
68.49225000000001,ATTACK@68.49225000000001,90
69.74625000000005,KUNAIS_BANE@68.45625000000004,700
70.66825,ATTACK@70.66825000000001,99.00000000000001
71.51374999999999,HYOSHO_RANRYU@70.89375,1859.0000000000005
72.42375,DREAM_WITHIN_A_DREAM@71.44375,594
72.84425,ATTACK@72.84425,99.00000000000001
74.12249999999999,RAITON@73.4125,814.0000000000001
74.58249999999998,BHAVACAKRA@73.96249999999999,440.00000000000006
75.02024999999999,ATTACK@75.02024999999999,99.00000000000001
75.67874999999998,FLEETING_RAIJU@74.91874999999999,770.0000000000001
77.19624999999998,ATTACK@77.19624999999998,99.00000000000001
78.76624999999996,RAITON@78.05624999999996,814.0000000000001
79.37224999999997,ATTACK@79.37224999999997,99.00000000000001
80.32249999999995,FLEETING_RAIJU@79.56249999999996,770.0000000000001
81.54824999999995,ATTACK@81.54824999999995,99.00000000000001
82.08749999999995,GUST_SLASH@81.68749999999994,440.00000000000006
83.72424999999997,ATTACK@83.72424999999997,99.00000000000001
84.35249999999998,AEOLIAN_EDGE@83.81249999999997,616
85.90025,ATTACK@85.90025,90
86.3375,SPINNING_EDGE@85.9375,300
88.07625000000002,ATTACK@88.07625000000002,90
88.4625,GUST_SLASH@88.06250000000001,400
90.25225000000002,ATTACK@90.25225000000002,90
90.7275,AEOLIAN_EDGE@90.18750000000001,560
92.42825000000002,ATTACK@92.42825000000002,90
92.71250000000002,SPINNING_EDGE@92.31250000000001,300
94.60425000000004,ATTACK@94.60425000000002,90
94.83750000000003,GUST_SLASH@94.43750000000003,400
96.78025000000005,ATTACK@96.78025000000005,90
97.18250000000003,ARMOR_CRUSH@96.56250000000004,500
97.73250000000003,BHAVACAKRA@97.11250000000004,400
98.95625000000004,ATTACK@98.95625000000004,90
99.08750000000003,SPINNING_EDGE@98.68750000000003,300
101.13225000000006,ATTACK@101.13225000000006,90
101.21250000000005,GUST_SLASH@100.81250000000006,400
103.30825000000004,ATTACK@103.30825000000006,90
103.47750000000003,AEOLIAN_EDGE@102.93750000000004,560
105.46250000000005,SPINNING_EDGE@105.06250000000004,300
105.48425000000006,ATTACK@105.48425000000005,90
107.58750000000003,GUST_SLASH@107.18750000000003,400
107.66025000000005,ATTACK@107.66025000000005,90
109.83625000000006,ATTACK@109.83625000000006,90
109.85250000000005,AEOLIAN_EDGE@109.31250000000006,560
110.48250000000004,BHAVACAKRA@109.86250000000004,400
111.83750000000006,SPINNING_EDGE@111.43750000000006,300
112.01225000000008,ATTACK@112.01225000000005,90
114.1882500000001,ATTACK@114.1882500000001,90
116.06125000000009,SUITON@115.08125000000007,580
116.36425000000008,ATTACK@116.36425000000008,90
116.9875000000001,GUST_SLASH@116.58750000000009,400
118.5402500000001,ATTACK@118.5402500000001,97.2
119.25250000000008,AEOLIAN_EDGE@118.71250000000009,604.8000000000001
120.71625000000009,ATTACK@120.71625000000009,97.2
121.2375000000001,SPINNING_EDGE@120.83750000000009,324
122.89225000000013,ATTACK@122.89225000000013,97.2
123.36250000000013,GUST_SLASH@122.96250000000012,587.52
125.06825000000015,ATTACK@125.06825000000015,102.06
125.08250000000015,DOKUMORI@124.01250000000013,432
125.62750000000014,AEOLIAN_EDGE@125.08750000000015,798.3360000000001
127.24425000000016,ATTACK@127.24425000000014,102.06
128.7825000000001,PHANTOM_KAMAITACHI@127.21250000000015,714.4200000000001
129.42025000000012,ATTACK@129.42025000000012,112.26600000000002
130.0525000000001,KUNAIS_BANE@128.7625000000001,793.8000000000001
130.97000000000008,HYOSHO_RANRYU@130.35000000000008,2108.106000000001
131.59625000000008,ATTACK@131.59625000000008,112.26600000000002
131.93000000000006,ZESHO_MEPPO@130.9000000000001,873.1800000000003
133.57875000000007,RAITON@132.86875000000006,923.0760000000002
133.77225000000007,ATTACK@133.77225000000007,112.26600000000002
134.39875000000006,DREAM_WITHIN_A_DREAM@133.41875000000007,673.5960000000002
135.13500000000008,FLEETING_RAIJU@134.37500000000006,1052.8056000000001
135.54500000000004,BHAVACAKRA@134.92500000000007,498.96000000000015
135.94825000000006,ATTACK@135.94825000000006,112.26600000000002
137.39000000000007,FUMA_SHURIKEN_TEN@136.50000000000006,623.7000000000002
138.12425000000007,ATTACK@138.12425000000007,112.26600000000002
138.21625000000006,RAITON_CHI@137.50625000000008,923.0760000000002
139.41250000000005,TENRI_JINDO@139.06250000000006,1372.1400000000003
139.49250000000006,SUITON_JIN@138.51250000000005,723.4920000000002
140.30025000000006,ATTACK@140.30025000000006,112.26600000000002
141.74125000000004,RAITON@141.03125000000006,923.0760000000002
142.47625000000005,ATTACK@142.47625000000005,112.26600000000002
143.29750000000007,FLEETING_RAIJU@142.53750000000005,1052.8056000000001
143.70750000000007,BHAVACAKRA@143.08750000000006,686.0700000000002
144.65225000000007,ATTACK@144.65225000000007,112.26600000000002
145.42250000000007,FLEETING_RAIJU@144.66250000000005,1052.8056000000001
146.82825000000008,ATTACK@146.82825000000008,97.2
147.18750000000009,SPINNING_EDGE@146.78750000000008,324
149.0042500000001,ATTACK@149.0042500000001,90
149.31250000000009,GUST_SLASH@148.91250000000008,400
151.1802500000001,ATTACK@151.1802500000001,90
151.65750000000008,ARMOR_CRUSH@151.03750000000008,500
153.3562500000001,ATTACK@153.3562500000001,90
153.56250000000009,SPINNING_EDGE@153.1625000000001,300
154.33250000000007,BHAVACAKRA@153.7125000000001,400
155.5322500000001,ATTACK@155.5322500000001,90
155.68750000000009,GUST_SLASH@155.28750000000008,400
157.70825000000008,ATTACK@157.70825000000008,90
157.95250000000007,AEOLIAN_EDGE@157.41250000000008,560
159.88425000000007,ATTACK@159.88425000000007,90
159.93750000000006,SPINNING_EDGE@159.53750000000005,300
162.06025000000005,ATTACK@162.06025000000005,90
162.06250000000006,GUST_SLASH@161.66250000000005,400
164.23625000000007,ATTACK@164.23625000000007,90
164.40750000000006,ARMOR_CRUSH@163.78750000000005,500
166.31250000000006,SPINNING_EDGE@165.91250000000005,300
166.41225000000006,ATTACK@166.41225000000006,90
167.08250000000007,BHAVACAKRA@166.46250000000006,400
168.43750000000006,GUST_SLASH@168.03750000000005,400
168.58825000000007,ATTACK@168.58825000000007,90
170.70250000000007,AEOLIAN_EDGE@170.16250000000008,560
170.76425000000006,ATTACK@170.7642500000001,90
172.68750000000006,SPINNING_EDGE@172.28750000000008,300
172.94025000000008,ATTACK@172.94025000000008,90
175.1162500000001,ATTACK@175.1162500000001,90
176.91125000000008,SUITON@175.93125000000006,580
177.29225000000008,ATTACK@177.29225000000008,90
177.8375000000001,GUST_SLASH@177.43750000000009,400
179.46825000000007,ATTACK@179.46825000000007,90
180.18250000000006,ARMOR_CRUSH@179.56250000000006,500
181.64425000000006,ATTACK@181.64425000000006,90
182.08750000000006,SPINNING_EDGE@181.68750000000006,300
183.8202500000001,ATTACK@183.8202500000001,90
184.2125000000001,GUST_SLASH@183.81250000000009,400
185.99625000000012,ATTACK@185.99625000000012,90
186.4775000000001,AEOLIAN_EDGE@185.9375000000001,560
188.17225000000013,ATTACK@188.17225000000013,90
188.46250000000012,SPINNING_EDGE@188.0625000000001,300
190.05250000000015,KUNAIS_BANE@188.76250000000013,700
190.34825000000015,ATTACK@190.34825000000015,99.00000000000001
191.82000000000014,HYOSHO_RANRYU@191.20000000000013,1859.0000000000005
192.37000000000012,BHAVACAKRA@191.75000000000014,440.00000000000006
192.52425000000014,ATTACK@192.52425000000014,99.00000000000001
