-5.0 "<爆炎>~" tts "爆炎"
-1.4503311258278146 "<高闪雷>~" tts "高闪雷"
-0.8503311258278146 "<详述>~" tts "详述"
-0.2503311258278149 "<黑魔纹>~" tts "黑魔纹"
1.0 "<炽炎>~" tts "炽炎"
3.0860927152317874 "<炽炎>~" tts "炽炎"
5.172185430463575 "<炽炎>~" tts "炽炎"
7.258278145695364 "<炽炎>~" tts "炽炎"
9.344370860927151 "<绝望>~" tts "绝望"
9.944370860927153 "<魔泉>~" tts "魔泉"
11.430463576158942 "<炽炎>~" tts "炽炎"
13.516556291390728 "<炽炎>~" tts "炽炎"
15.602649006622514 "<耀星>~" tts "耀星"
17.6887417218543 "<炽炎>~" tts "炽炎"
19.774834437086085 "<炽炎>~" tts "炽炎"
21.86092715231788 "<炽炎>~" tts "炽炎"
24.311258278145694 "<悖论>~" tts "悖论"
24.91125827814569 "<即刻咏唱>~" tts "即刻咏唱"
25.511258278145693 "<三连咏唱>~" tts "三连咏唱"
26.76158940397351 "<炽炎>~" tts "炽炎"
29.21192052980133 "<高闪雷>~" tts "高闪雷"
31.66225165562913 "<核爆>~" tts "核爆"
34.11258278145695 "<耀星>~" tts "耀星"
34.71258278145695 "<星灵移位>~" tts "星灵移位"
36.562913907284766 "<冰封>~" tts "冰封"
39.01324503311258 "<冰澈>~" tts "冰澈"
41.463576158940405 "<悖论>~" tts "悖论"
42.06357615894041 "<星灵移位>~" tts "星灵移位"
43.91390728476822 "<爆炎>~" tts "爆炎"
46.36423841059604 "<炽炎>~" tts "炽炎"
48.81456953642386 "<炽炎>~" tts "炽炎"
51.26490066225168 "<炽炎>~" tts "炽炎"
53.71523178807949 "<悖论>~" tts "悖论"
56.16556291390731 "<炽炎>~" tts "炽炎"
58.61589403973511 "<高闪雷>~" tts "高闪雷"
59.21589403973511 "<三连咏唱>~" tts "三连咏唱"
61.06622516556291 "<炽炎>~" tts "炽炎"
63.51655629139072 "<炽炎>~" tts "炽炎"
65.96688741721852 "<耀星>~" tts "耀星"
66.56688741721851 "<即刻咏唱>~" tts "即刻咏唱"
68.41721854304633 "<绝望>~" tts "绝望"
69.01721854304633 "<星灵移位>~" tts "星灵移位"
69.61721854304633 "<黑魔纹>~" tts "黑魔纹"
70.86754966887415 "<冰封>~" tts "冰封"
72.95364238410595 "<冰澈>~" tts "冰澈"
75.03973509933775 "<异言>~" tts "异言"
77.12582781456953 "<悖论>~" tts "悖论"
77.72582781456953 "<星灵移位>~" tts "星灵移位"
79.2119205298013 "<爆炎>~" tts "爆炎"
81.29801324503309 "<炽炎>~" tts "炽炎"
83.38410596026486 "<炽炎>~" tts "炽炎"
85.47019867549665 "<炽炎>~" tts "炽炎"
87.55629139072843 "<悖论>~" tts "悖论"
90.315 "<炽炎>~" tts "炽炎"
92.7653311258278 "<炽炎>~" tts "炽炎"
95.21566225165564 "<炽炎>~" tts "炽炎"
97.66599337748346 "<耀星>~" tts "耀星"
100.11632450331123 "<异言>~" tts "异言"
102.56665562913906 "<异言>~" tts "异言"
105.01698675496688 "<绝望>~" tts "绝望"
105.61698675496686 "<星灵移位>~" tts "星灵移位"
107.46731788079468 "<灵极魂>~" tts "灵极魂"
109.91764900662248 "<灵极魂>~" tts "灵极魂"
112.36798013245031 "<灵极魂>~" tts "灵极魂"
114.81831125827814 "<灵极魂>~" tts "灵极魂"
115.41831125827814 "<星灵移位>~" tts "星灵移位"
117.26864238410596 "<爆炎>~" tts "爆炎"
117.86864238410595 "<即刻咏唱>~" tts "即刻咏唱"
119.7189735099338 "<炽炎>~" tts "炽炎"
120.31897350993378 "<详述>~" tts "详述"
121.01897350993384 "<黑魔纹>~" tts "黑魔纹"
122.16930463576163 "<炽炎>~" tts "炽炎"
124.25539735099343 "<炽炎>~" tts "炽炎"
126.34149006622522 "<异言>~" tts "异言"
128.42758278145703 "<高闪雷>~" tts "高闪雷"
130.51367549668882 "<炽炎>~" tts "炽炎"
132.59976821192063 "<炽炎>~" tts "炽炎"
134.68586092715242 "<炽炎>~" tts "炽炎"
136.7719536423842 "<绝望>~" tts "绝望"
137.37195364238423 "<魔泉>~" tts "魔泉"
138.85804635761602 "<耀星>~" tts "耀星"
140.9441390728478 "<炽炎>~" tts "炽炎"
143.0302317880796 "<炽炎>~" tts "炽炎"
145.48056291390742 "<炽炎>~" tts "炽炎"
147.93089403973525 "<炽炎>~" tts "炽炎"
150.38122516556305 "<炽炎>~" tts "炽炎"
152.83155629139088 "<炽炎>~" tts "炽炎"
155.28188741721874 "<耀星>~" tts "耀星"
157.73221854304654 "<异言>~" tts "异言"
160.18254966887434 "<绝望>~" tts "绝望"
160.78254966887437 "<星灵移位>~" tts "星灵移位"
162.63288079470215 "<灵极魂>~" tts "灵极魂"
165.08321192052995 "<灵极魂>~" tts "灵极魂"
167.53354304635775 "<灵极魂>~" tts "灵极魂"
169.98387417218555 "<灵极魂>~" tts "灵极魂"
172.43420529801332 "<灵极魂>~" tts "灵极魂"
173.03420529801332 "<星灵移位>~" tts "星灵移位"
177.288 "<核爆>~" tts "核爆"
179.73833112582778 "<核爆>~" tts "核爆"
182.1886622516556 "<耀星>~" tts "耀星"
184.63899337748336 "<秽浊>~" tts "秽浊"
185.23899337748333 "<即刻咏唱>~" tts "即刻咏唱"
187.0893245033112 "<高闪雷>~" tts "高闪雷"
187.6893245033112 "<星灵移位>~" tts "星灵移位"
189.539655629139 "<高闪雷>~" tts "高闪雷"
191.9899867549668 "<冰封>~" tts "冰封"
194.44031788079465 "<冰澈>~" tts "冰澈"
196.89064900662245 "<悖论>~" tts "悖论"
197.4906490066224 "<星灵移位>~" tts "星灵移位"
199.34098013245023 "<悖论>~" tts "悖论"
199.94098013245025 "<三连咏唱>~" tts "三连咏唱"
201.79131125827809 "<爆炎>~" tts "爆炎"
204.24164238410583 "<炽炎>~" tts "炽炎"
206.6919735099337 "<炽炎>~" tts "炽炎"
209.14230463576152 "<炽炎>~" tts "炽炎"
211.5926357615893 "<炽炎>~" tts "炽炎"
214.04296688741712 "<炽炎>~" tts "炽炎"
216.49329801324487 "<炽炎>~" tts "炽炎"
218.94362913907275 "<绝望>~" tts "绝望"
220.4436291390728 "<爆发药>~" tts "爆发药"
221.39396026490056 "<耀星>~" tts "耀星"
223.8442913907284 "<秽浊>~" tts "秽浊"
224.4442913907284 "<星灵移位>~" tts "星灵移位"
226.2946225165562 "<冰澈>~" tts "冰澈"
228.744953642384 "<秽浊>~" tts "秽浊"
229.44429139072835 "<星灵移位>~" tts "星灵移位"
231.1952847682118 "<核爆>~" tts "核爆"
233.6456158940396 "<核爆>~" tts "核爆"
236.09594701986737 "<耀星>~" tts "耀星"
238.5462781456952 "<高闪雷>~" tts "高闪雷"
239.1462781456952 "<魔泉>~" tts "魔泉"
240.996609271523 "<高闪雷>~" tts "高闪雷"
241.596609271523 "<详述>~" tts "详述"
243.4469403973508 "<炽炎>~" tts "炽炎"
245.8972715231786 "<炽炎>~" tts "炽炎"
248.34760264900643 "<秽浊>~" tts "秽浊"
248.94760264900648 "<三连咏唱>~" tts "三连咏唱"
250.79793377483423 "<炽炎>~" tts "炽炎"
253.2482649006621 "<炽炎>~" tts "炽炎"
255.69859602648995 "<炽炎>~" tts "炽炎"
258.1489271523178 "<悖论>~" tts "悖论"
260.5992582781456 "<炽炎>~" tts "炽炎"
263.04958940397336 "<绝望>~" tts "绝望"
265.4999205298012 "<耀星>~" tts "耀星"
267.9502516556291 "<秽浊>~" tts "秽浊"
268.5502516556291 "<星灵移位>~" tts "星灵移位"
270.40058278145693 "<高闪雷>~" tts "高闪雷"
272.85091390728473 "<秽浊>~" tts "秽浊"
275.30124503311254 "<冰澈>~" tts "冰澈"
277.7515761589404 "<悖论>~" tts "悖论"
278.3515761589404 "<星灵移位>~" tts "星灵移位"
280.20190728476825 "<高闪雷>~" tts "高闪雷"
282.6522384105961 "<核爆>~" tts "核爆"
285.102569536424 "<核爆>~" tts "核爆"
287.55290066225183 "<耀星>~" tts "耀星"
290.0032317880797 "<秽浊>~" tts "秽浊"
290.6032317880797 "<星灵移位>~" tts "星灵移位"
292.4535629139075 "<冰澈>~" tts "冰澈"
294.9038940397353 "<悖论>~" tts "悖论"
297.3542251655632 "<高闪雷>~" tts "高闪雷"
297.9542251655632 "<星灵移位>~" tts "星灵移位"
298.55422516556314 "<沉稳咏唱>~" tts "沉稳咏唱"
299.8045562913909 "<爆炎>~" tts "爆炎"
302.2548874172188 "<核爆>~" tts "核爆"
304.70521854304667 "<高闪雷>~" tts "高闪雷"
305.90521854304666 "<黑魔纹>~" tts "黑魔纹"
307.15554966887447 "<核爆>~" tts "核爆"
309.2416423841062 "<耀星>~" tts "耀星"
311.327735099338 "<秽浊>~" tts "秽浊"
311.927735099338 "<星灵移位>~" tts "星灵移位"
313.41382781456974 "<冰澈>~" tts "冰澈"
315.4999205298015 "<悖论>~" tts "悖论"
316.09992052980147 "<三连咏唱>~" tts "三连咏唱"
316.9277350993379 "<星灵移位>~" tts "星灵移位"
317.58601324503326 "<核爆>~" tts "核爆"
319.67210596026507 "<核爆>~" tts "核爆"
321.7581986754969 "<耀星>~" tts "耀星"
322.3581986754969 "<星灵移位>~" tts "星灵移位"
323.8442913907287 "<冰澈>~" tts "冰澈"
325.93038410596046 "<悖论>~" tts "悖论"
326.5303841059605 "<三连咏唱>~" tts "三连咏唱"
327.3581986754969 "<星灵移位>~" tts "星灵移位"
328.01647682119227 "<核爆>~" tts "核爆"
330.4668079470201 "<核爆>~" tts "核爆"
332.917139072848 "<耀星>~" tts "耀星"
335.36747019867573 "<秽浊>~" tts "秽浊"
335.9674701986757 "<星灵移位>~" tts "星灵移位"
337.8178013245035 "<悖论>~" tts "悖论"
340.2681324503313 "<高闪雷>~" tts "高闪雷"
340.96747019867564 "<星灵移位>~" tts "星灵移位"
341.56747019867566 "<魔泉>~" tts "魔泉"
342.7184635761591 "<炽炎>~" tts "炽炎"
345.16879470198694 "<炽炎>~" tts "炽炎"
347.6191258278148 "<炽炎>~" tts "炽炎"
350.06945695364266 "<炽炎>~" tts "炽炎"
352.5197880794705 "<悖论>~" tts "悖论"
354.9701192052984 "<炽炎>~" tts "炽炎"
357.42045033112623 "<炽炎>~" tts "炽炎"
359.87078145695403 "<耀星>~" tts "耀星"
362.3211125827818 "<绝望>~" tts "绝望"
362.92111258278175 "<即刻咏唱>~" tts "即刻咏唱"
363.52111258278177 "<星灵移位>~" tts "星灵移位"
364.7714437086096 "<冰封>~" tts "冰封"
365.3714437086096 "<详述>~" tts "详述"
367.22177483443744 "<高闪雷>~" tts "高闪雷"
369.6721059602653 "<冰澈>~" tts "冰澈"
372.1224370860931 "<悖论>~" tts "悖论"
372.7224370860931 "<星灵移位>~" tts "星灵移位"
374.57276821192096 "<爆炎>~" tts "爆炎"
377.0230993377488 "<悖论>~" tts "悖论"
379.4734304635766 "<炽炎>~" tts "炽炎"
381.9237615894045 "<炽炎>~" tts "炽炎"
384.37409271523234 "<炽炎>~" tts "炽炎"
386.82442384106014 "<炽炎>~" tts "炽炎"
389.274754966888 "<炽炎>~" tts "炽炎"
391.7250860927158 "<高闪雷>~" tts "高闪雷"
392.9250860927158 "<黑魔纹>~" tts "黑魔纹"
394.1754172185436 "<核爆>~" tts "核爆"
396.26150993377536 "<耀星>~" tts "耀星"
398.3476026490071 "<秽浊>~" tts "秽浊"
398.9476026490071 "<星灵移位>~" tts "星灵移位"
400.4336953642388 "<高闪雷>~" tts "高闪雷"
402.5197880794706 "<冰澈>~" tts "冰澈"
404.6058807947024 "<秽浊>~" tts "秽浊"
405.2058807947024 "<星灵移位>~" tts "星灵移位"
406.6919735099341 "<核爆>~" tts "核爆"
408.7780662251659 "<核爆>~" tts "核爆"
410.86415894039766 "<耀星>~" tts "耀星"
412.9502516556294 "<秽浊>~" tts "秽浊"
413.55025165562944 "<星灵移位>~" tts "星灵移位"
414.1502516556294 "<即刻咏唱>~" tts "即刻咏唱"
415.0363443708612 "<冰封>~" tts "冰封"
417.486675496689 "<高闪雷>~" tts "高闪雷"
419.9370066225168 "<秽浊>~" tts "秽浊"
422.38733774834463 "<冰澈>~" tts "冰澈"
424.8376688741725 "<悖论>~" tts "悖论"
425.43766887417246 "<星灵移位>~" tts "星灵移位"
427.2880000000003 "<爆炎>~" tts "爆炎"
429.7383311258281 "<炽炎>~" tts "炽炎"
432.188662251656 "<悖论>~" tts "悖论"
434.63899337748376 "<炽炎>~" tts "炽炎"
